宪法规定，人民法院依照法律规定独立行使审判权，不受行政机关、社会团体和个人的（）。,A
依法治校是党的十五大提出的。,错
在民事法律领域，故意和过失被统称为过错，是构成一般侵权行为的要素。（）,对
犯罪的主观故意比间接故意的量刑重，因为前者主观恶性比后者大。（）,对
正当防卫和紧急避险属于正当行为。 （）,对
某高校几名大二同学在宿舍喝酒，期间一人去卫生间，一些同学正在洗脸刷牙，醉酒者脚一滑险些跌倒，他便恼羞成怒说有人嘲笑他，开始辱骂追打其他同学，其余喝酒者闻讯也拿着啤酒瓶挨屋打人，致使其他宿舍两名同学受伤。这几名喝酒的同学涉嫌寻衅滋事罪罪名。（）,对
人与人之间的差异，要求我们在合作中要坚持宽容合作。宽容合作的基础是（）,B
我们在与同学交往时，应该（）。,C
在人际交往中，宽容是一种,C
我国公民的民事行为能力始于 周岁。,C
根据《中华人民共和国劳动法》的规定，劳动合同可以约定试用期，但试用期最长不得超过（ ),B
我国宪法规定，公民有受教育（ ),D
中华人民共和国国务院的各部、委、局可依法制定（ ),C
保姆甲在雇主家做工期间，多次趁雇主不注意从其钱包内抽取人民币， 每次 200 元至 500 元不等，共计 8500 元，并将钱藏在雇主家沙发夹层内。几周后， 甲发现雇主待其不薄，出于良心不安遂悄悄将钱放回雇主钱包。甲的行为（ ）,C
下列哪一个不是犯罪的基本特征（ ),D
甲乙有仇，甲扬言准备了工具要报复乙。乙听说后决定先下手，遂持棍闯入甲家，将甲打成重伤。乙的行为属于（ ),D
（）是我国的根本大法。,A
故意杀人罪属于 ( ),B
根据我国刑法规定，盗窃罪最高可以被判处（ ),B
不管是公办教育，还是民办教育，本质都是社会主义办学，根本任务都是立德树人。,对
《江西省学校学生人身伤害事故预防与处理条例》规定，学校教职工在教育教学活动中应当尊重学生人格，不得对学生实施侮辱、歧视、殴打、体罚、变相体罚或者利用学生惩罚等其他人身侵害行为。,对
冒名顶替他人上大学不仅侵犯了他人的姓名权，也侵犯了他人的受教育权。,对
《中华人民共和国教育法》的适用范围为中华人民共和国境内外的各级各类教育。,对
《中华人民共和国教师法》是我国教育的根本大法，在我国法律体系和教育法规体系中占有重要的地位。,错
在江西省行政区域内以下活动中、区域和设施内发生的学生人身伤害事故，哪些事故不适用《江西省学校学生人身伤害事故预防与处理条例》处理。,C
《中华人民共和国教育法》规定受教育者应当履行的义务包括：遵守法律、法规；（）；努力学习，完成规定的学习任务；遵守所在学校或者其他教育机构的管理制度。,A
在合作交往中，只有懂得欣赏别人，才能理解他人和愉快地接纳别人，也才能获得他人的理解、尊重与信任。(),对
“己所不欲，勿施于人”，就是不能将自己不喜欢的事强加于人，而自己喜欢的事就能够强加于人。（ ）,错
同学之间既有共同点也有不同点，尊重他人的个性，求同存异，有助于我们更好地合作。（）,对
小明和小刚的个性虽然迥然不同，但却成为一对要好的合作伙伴。你认为其原因可能是（ ）,D
千里修书只为墙，让你三尺有何妨?长城万里今犹在，不见当年秦始皇。”清朝康熙年间大学士张英的这首诗告诉人们的道理是,A
对换位思考、与人为善理解错误的是（）,C
下列对宽容理解错误的是（）,D
对待人与人之间存在的各种各样的差异，我们应该（）,A
如接到陌生电话，对方称其座机电话欠费并涉及洗钱案件，让其将存款转移到监管账户上，做法错误的是？（    ）。,A
接到公安局电话称涉嫌贩毒，要将5万汇入安全账户验证财务能力”，作法正确的是？（    ）。,A
接到电话称你被《奔跑吧兄弟》节目抽中一等奖，奖金9万元，领奖需要交保证金，正确的是？（    ）。,B
妻子收到在美国留学丈夫的QQ信息称其导师遇到困难要钱周转，但自己卡过期让妻子汇款，做法正确的是？（    ）。,C
收到银行账户被扣款的信息，后接到陌生电话称能帮忙找回钱，做法错误的是？（    ）。,A
来电自称是单位领导，以急用为由要求你打款到一个账户，以下做法不正确的是?（     ）。,A
自称是银行客服发短信称银行卡被冻结了，要开通网银并交手续费，你应该？（    ）。,C
自称是银行客服发短信称银行卡被冻结，要开通网银并附上网址，你应该？（     ）。,C
陌生好友发来网站链接要求登记个人信息以及银行卡信息，你应该？（     ）。,A
某社交网站突然有位很漂亮的女子加你为好友，你应该？（      ）。,C
接到陌生电话声称班主任的人让你明天去他的办公室，你应该？（    ）。  ,A
网络求职不需要提供的是？（    ）。,C
某商场门外出现不明二维码，附字：扫码免费领取大奖，其可能是？（    ）。,A
英文简写“BTC”的意思是指？（     ）。,B
以下不属于网络金融诈骗常见方式的是？（    ）。,C
网络刷单受害者的共同特征不包括？（     ）。,C
以下关于支付宝的说法错误的是？（     ）。,C
以下不能用于淘宝链接支付的是？（     ）。,B
淘宝网平台的沟通交流工具是？（     ）。,C
淘宝网站提供什么服务功能?（     ）。 ,A
“一入门先观来意，既七言切获踌躇。”形容骗子的哪种本领？（    ）。,A
首次使用共享单车，需要扫二维码缴纳押金时，我们需要注意的点不包括？（     ）。,C
“我的声音你都听不出了啊”骗子这么说的目的是什么？（    ）。,A
以下属于接触性诈骗的是？（      ）。,C
盗刷银行卡常见的手段有？（     ）。,A
冒充熟人诈骗是利用人们( )心理。（     ）。,C
冒充公检法诈骗是利用人们( )心理。（      ）。,B
常见的虚假网站诈骗，不包括哪种？（    ）。,C
接到声称银行客服提升客户信用额度，哪项信息不可提供？（     ）。,C
收到自称银行发来链接的信息，如何处理？（     ）。,B
收到含有不明链接的短信，不正确的是：（     ）。,A
以退款为由，需要缴纳保证金，该怎么做？（    ）。,B
收到退款短信，正确的做法是：（    ）。,B
常见被冒充客服退款的主体不包括：（     ）。,B
冒充“淘宝客服”诈骗形式不包括：（     ）。,A
查询各种客服电话的服务号码是？（     ）。,B
订票后，收到机（车）票退改签的信息，正确的做法是：（       ）。,C
机票改签诈骗主要受害者是：（      ）。,A
订购火车票的官方网站是：（     ）。,A
征婚交友诈骗的主要受害者:（    ）。,B
征婚交友主要通过什么聊天手法进行诈骗？（     ）。,C
征婚交友诈骗常用理由不包括：（   ）。,C
征婚交友诈骗中，常用的网络聊天头像是？（     ）。,A
冒充“美国大兵”是属于什么类型的诈骗？（     ）。,B
网络征婚交友需要注意什么？（     ）。,C
以下哪项不是交友诈骗添加好友的主要途径？（    ）。,A
在交友诈骗中要求见面，一般不会出现以下哪个情形？（    ）。,C
以下不是冒充企事业诈骗特点的是？（   ）。,C
网络租房时，租金明显低于市场价时，你会如何做？（    ）。,B
在网上看到租房信息时，以下哪一项是正确的做法？（    ）。,C
有陌生电话称自己是房东，让你把房租打到卡里，你应该？（     ）。,B
公检法机关及其他部门之间能不能相互转电话？（     ）。,B
收到好友微信短信称急需用钱，让你转账时，应:（     ）。,A
收到银行卡被盗刷的信息，你应该怎么做？（     ）。,B
你准备转账给生意伙伴时，收到“原来账号已更换，请将钱转此账号”信息，你应该？（     ）。,B
发送短信内容为“原来账号已更换，请将钱转此账号”的信息诈骗受害群体一般是？（     ）。,A
下列哪个选项不是招聘诈骗常用手段？（     ）。,C
下列哪个选项不是微信集赞诈骗常用手段？（      ）。,A
下列哪个选项不是贷款诈骗常用手段？（    ）。,C
下列哪个选项不是兑换积分诈骗常用手段？（     ）。,C
下列哪个选项不是淘宝刷单诈骗常用手段？（    ）。,C
下列哪个选项不是网购平台诈骗常用手段？（   ）。,C
下列哪个选项不是防诈骗的“六个一律”内容？（    ）。 ,C
下列哪项不是常见校园“套路贷”类型？（    ） 。,C
学生贷款校园网络贷的风险错误的是：（      ）。,C
有关短信中的链接，说法正确的是：（    ）。 ,C
尾号95588陌生号码发来短信，说电子银行密码器已过期，需登入提示网站激活，正确的是: （      ）,B
被短信钓鱼链接诈骗，下列做法错误的是: （      ）,A
一般套路贷不会采用签订合同的方式是？(    ),C
遇到“套路贷”该怎么办？(      ),A
到哪里贷款可避免“套路贷”？,C
正规贷款不需要提供什么审核资料？,C
到处可见的宣传单/小广告“无担保、无抵押、放款快”最可能是谁派发的？,A
从事网络刷单，不会：,B
小明想找暑期工，下列选择最佳的是：,C
易受网络刷单诈骗的群体是：,A
点开来历不明的短信网址链接有什么风险？( ),A
来历不明短信中的网址链接最可能是（ ）,A
收到来历不明的短信，其中有陌生网址链接，应（ ）,B
招聘诈骗高发期大概在：,B
不小心应聘到诈骗公司上班，应（ ）,A
哪里的招聘启事比较靠谱？,C
什么招聘条件最可能是诈骗？,A
正规应聘时用人单位会要求交：,B
如何避免招聘诈骗？,C
信用卡激活是：,C
收到信用卡后，接陌生电话被通知需缴纳保底金激活时不应：,A
收到关于能提高信用卡额度的电话或信息，应该：,C
不属于网上办理信用卡的风险是:,C
不是代办信用卡诈骗套路的是:,C
通过哪些方式办理信用卡，安全性最高：,C
参加团购时不应：,A
扫描来历不明的二维码不太可能会：,C
扫二维码时，应：,B
扫二维码时，应：,B
参与网络赌博接到“公安局”来电要求把钱转到“安全账户”是，不应：,A
遭遇网络赌博诈骗后，做法正确的是：,B
关于网络赌博说法正确的是：,C
网络赌博网站诈骗主要通过( )方式寻找受骗者。,B
防止银行卡被盗刷，不应：,C
接到自称是银行电话称帮你提升信用卡额度，哪项操作是正确的：,C
在股票QQ群中有人称交钱当会员，可得到“内幕消息”，应：,C
股票投资的正确方式是,A
防范投资类诈骗的方法是：,A
遭遇原油投资骗局亏损，表述错误的是：,A
路上遇到一开豪车的“高富帅”借银行卡，你不应：,A
将自己的银行卡、收款码借给他人转账的后果是：,B
下列属于虚构身份威逼的诈骗类型是：,A
下列采用虚构身份手法的诈骗类型是：,B
下列采用虚构事实进行利诱的诈骗类型是：,A
下列属于威逼的诈骗类型是：,A
下列不太可能在网上婚恋诈骗中出现的情形是：,C
网上婚恋诈骗一般会采用（ ）实施诈骗。,B
网上婚恋诈骗一般会通过（ ）寻找诈骗对象。,A
冒充“公检法”诈骗的手法不包括：,C
冒充“公检法”诈骗起源于：,C
冒充“公检法”诈骗一般不会是,A
冒充“公检法”诈骗中的会使用伪造的：,A
冒充“公检法”的诈骗分子会要求事主:,B
冒充“公检法”以（ ）的方式获取受骗者信任。,C
冒充“公检法”受骗人群:,B
冒充“公检法”诈骗一般采用什么方式开始:,A
以下不属于微信网恋诈骗常用套路：,C
微信突然收到自称“美国大兵”发来好友申请，最可能是：,A
微信接到陌生人添加好友应,C
以下不是网上招聘兼职诈骗的套路：,C
在网上购物后，接到自称淘宝客服要退款需扫二维码退款，不应:,A
老板在外出差时发来微信称电话不方便，急需一笔资金，应：,B
属于冒充公司领导实施诈骗的最可能：,C
某公司财务在微信群内接到公司经理要求转账，应：,B
接到陌生电话自称是房东要求汇款交租时，应：,B
微信福利转发属于（ ）骗局。,B
正在热映的电影网页链接，需分享转发才能打开不太可能是：,C
消费返利网的所谓 “高额返利”一般不采用的方式是,B
微信好友在朋友圈发布代购各类国际名牌包、化妆品，价格远低于市场价，最不可能的是:,A
下列不属于机票改签诈骗常用手法是:,B
下列不属于代办信用卡诈骗常用手法是：,A
下列属于招聘诈骗的常用手段：,A
以下不属于冒充公检法诈骗典型手法的是:,A
以下哪类诈骗不需要受害者主动配合？,A
以下哪种是情诱诈骗？,A
以下哪种是利用利诱实施诈骗？,A
“猜猜我是谁”属哪类诈骗？,B
目前诈骗手法呈（ ）形式,C
有人电话告知你可享用购房退税，给了你领导电话去联系，如何处理？,C
自称政府机构工作人员给你电话，称发放助学金和租房补贴，并且能够准确说出你的信息，此时你应该？,B
在买卖游戏账户时，对方提出在百度上找第一个“北仑阁”平台交易，对方为什么这么操作,C
买卖游戏账号装备的正规途径是：,A
在游戏平台销售装备常见的骗子行为?,A
为防止诈骗，网络游戏中应多加注意信息安全，以下做法错误的是：,C
游戏中，发现账号异常，如何正确处理,B
网络游戏中，诈骗分子常采取的手段包括：(    ),A
网上的内幕交易（ ）可信可行。,A
当发现自己已被对方套路贷绑住，应该立即？,A
急需用钱时，对方借贷公司提出要20%的年利率，你应？(    ),A
哪些行为属于网络赌博的一种？（  ),C
在互联网进行博彩的行为，都是（ ）的。,B
目前，我国公司及网站能在互联网销售彩票？（  ）,A
网络赌博由以前的随机获利逐渐往（ ）的形式发展。,A
陌生来电自称房东要你交租款时，你应？,C
在未核实房东身份的情况下，能否给对方单独转账   （  ）,C
以出租房屋名义进行诈骗的手法属于？（   ）,A
“荐股诈骗”中，犯罪嫌疑人通过何种方式向股民推荐“次日大涨”的股票？,C
在社交软件上，有人跟你说通过输入一段代码就能利用腾讯漏洞充值Q币，说法错误的是？（  ）,A
在网上拼单购买低价物品，后被告知没有存货，并将货款退回到你的账户上，其中存在的猫腻是？,A
在应聘时，公司以需收取押金、办理上岗证为由，要你缴纳费用，你应该？,C
不良网贷平台的三大套路是？,A
如果遇到“酒托骗局”，该怎么办？（   ）,C
以下哪一条属于反诈骗的‘六个一律“？（  ）,B
以下哪一条不属于反诈骗的“六个一律”？,C
在日常交往中，如果遇到陌生美女主动加好友，一般都是？（   ）,A
征婚交友骗局中，“键盘”一般会用何种方式吸引事主？,A
在酒托骗局中，“键盘”扮演的角色是？（   ）,A
退税补贴诈骗案中，受害人往往因对方能说出自己( )而放松警惕。,A
“退税补贴”诈骗者如何骗取受害人钱财？,C
找工作时，接到电话称你已被录取，需先交培训费，你应？,C
短信提示银行密码已过期，需登陆提示网站进行操作，以下可能被骗是？,B
你接到自称“公安机关”的电话说你的信息因涉嫌犯罪，“公安机关”的语气严厉的威胁你配合工作，你怎么办？,A
你接到自称“京东”金融的电话称你的身份信息注册了“京东白条”贷款业务，需要注销注册信息否则会影响你的征信，你怎么办？,B
“购物退款”诈骗中，嫌疑人能准确的说出你的哪些信息获取你的信任？ （    ）,C
如发现安全防护装置损坏，应( )。,A
生产经营单位( )对重新上岗的从业人员进行安全教育和培训。,C
事故隐患分为( )事故隐患和( )事故隐患。,"A,C"
放射性物质对人体的危害( )。,B
在商场、影剧院、体育馆(场)、机场等人员密集的公共场所，遇到地震时，错误的做法是( )。,C
火灾隐患举报投诉电话是( )。,B
在影剧院发生地震时，应该( )。,A
列选项中，属于高温作业的是( )。,"A,B,C"
在易燃易爆场所穿( )最危险。,C
液化气罐泄漏着火，着火时间不长时，应该( )。,A
下列金属( )不列入金属毒物类。,BCD
应急演练的原则主要包括( )。,"A,B,C,D"
2020 年全国 安全生产月 的主题是( )。,B
水是最常用的灭火剂，主要作用是( )。,A
( )被称为高处作业 三宝 ，对保护人身安全，起到了重要作用。,"B,C,D"
怎样可以有效预防新型冠状病毒传播( )。,"A,B,C,D"
抢救烧伤人员时，不应把创伤面的水疱弄破，是为了避免( )。,B
乘电梯被困时，不正确的做法是( )。,A
公众发现、捡拾的无主危险化学品，由( )接收。,C
下列物质燃烧，属于 A 类火灾的是( )。,C
防止静电的主要措施是( )。,A
( )属于易燃气体,C
下列选项中，属于我国安全生产方针的内容是( )。,"A,B,C"
公共聚集场所发生突发事件被踩倒不能站立时，应采取( )姿势保护自己。,B
灭火器压力表用红、黄、绿三种颜色表示压力情况，当指针指在绿色区域时表示( )。,A
下列关于火灾时进行逃生和自救方法错误的是( )。,C
火场逃生的原则是( )。,C
不属于助燃气体的是( )。,A
呼吸防护用品的密合型面罩可分为全面罩和( )两类。,C
家用电器在使用过程中，下列说法中，不正确的是( )。,"B,C"
传染病的传播和流行必须具备传染源、传播途径和( )3 个环节。,B
根据《工伤保险条例》，劳动功能障碍分为十个伤残等级，最重的为( )。,A
下列属于剧毒气体的是( )。,"A,B,D"
被狗、猫等动物咬伤后，错误的处置方法是( )。,"A,C,D"
在相对封闭的房间里发生火灾时( )。,A
火灾初起阶段是扑救火灾( )的阶段。,B
下列火灾中，不能用水灭火的是( )。,"A,B,D"
在单位办公室避震时，正确的做法是( )。,C
泡沫灭火器不能用于扑救( )火灾。,C
( )是物质从一种状态迅速转变成另一状态，并在瞬间放出大量能量，同时产生声响的现象。,A
一旦发现有人倒在地上，需要实施现场心肺复苏时要按照一定的操作步骤，其中不包括( )。,B
下列预防踩踏的说法中，错误的是( )。,C
当生产经营单位的生产工艺和技术发生变化时，应急预案( )。,C
扑救爆炸物品火灾时，(B )用沙土盖压，以防造成更大伤害。,B
事故隐患成因包括人、( )、环境等方面。,"A,B"
一次完整的应急演练活动包括( )。,"A,B,C,D"
某一空间内，所有可燃物的表面全部卷入燃烧的瞬变过程，称为( )。,A
花露水中富含大量酒精，使用时应避开火源，万一发生着火时，不应( ),A
使用高压锅之前，首先要检查( )。,"C,D"
特种设备使用单位应当按照安全技术规范的定期检验要求，在安全检验合格有效期届满前( )个月向特种设备检验检测机构提出定期检验要求。,A
水可以扑救( )等的初起火灾。,ACD
下列关于电暖气的使用方法中，错误的是( )。,C
人如果长时间暴露在( )噪声环境中，将导致永久性的听力损伤。,B
雷雨天气室内避雷的做法中，错误的是( )。,"A,C"
电器设备在发生火灾时不应该用( )灭火。,B
职业健康检查和相关医学观察的费用应由劳动者自己承担。,对
通风是控制作业场所中有害气体、蒸气或粉尘最有效的措施，包括( )两种。,"A,C"
常见的爆炸分类有( )。,C
生产经营单位的从业人员有权了解其作业场所和工作岗位存在的危险因素、防范措施及( )。,C
乘坐地铁，发生火灾、停电等情况需要紧急疏散时，下列做法错误的是( )。,C
常用应急电话中 120 是( )。,B
火灾中失去自救能力时，不正确的做法是(   )。,"A,D"
《安全生产法》规定，从业人员(   )对本单位安全生产工作中存在的问题提出批评、检举、控告,C
火灾现场寻找被困人员的方法包括(. )。  ,"A,C,D"
防止毒物危害的最佳方法是(.    )。,C
(  )方法是保护人身安全的最后一道防线。  ,C
灭火器压力表用(   )三种颜色表示压力情况，当指针指在绿色区域时表示压力正常。,"A,B,C"
发生一氧化碳中毒，正确的急救做法是(. )。,C
下列选项中，不属于易燃气体的是(.    )。 ,"A,C,D"
危险物品是指(    )放射性物品等能够危及人身安全和财产安全的物品。,"A,B"
下列物质中易于自燃的是(    )。,A
使用灭火器扑救火灾时要对准火焰(.  )喷射。,C
下列关于火灾分类的说法，正确的是(.  )。 ,"C,D"
爆炸可产生多种破坏效应，其中最危险、破坏力最强的是(  )。,A
.只要存在生产经营活动就会有发生事故的(  )。      ,A
依据《工伤保险条例》，下列用人单位职工伤亡的情形中，可以认定为工伤的有(.  )。,"A,C"
根据系统安全工程的观点，危险是指系统中存在发生不期望后果的可能性超过了人们的(  )。,A
在室内闻到燃气气味时，处置方法错误的是(  )。,"A,B"
工人操作机械时，要求穿着紧身适合的工作服，以防(C )。,C
易燃易爆场所中不能使用( )工具,A
进入加油站加油时，不可以(   )。,"A,B,C"
下列(. )爆炸属于物理爆炸。,"A,B"
 (.  )是指由应急组织的代表或关键岗位人员参加的，按照应急预案及其标准运作程序，讨论紧急情况时应采取行动的演习活动。,B
事故隐患成因包括人、(  )、管理、环境等方面。,C
安全带适用于(  ),A
在行车途中汽车被雷击中，应(. )。 ,C
新型冠状病毒肺炎属于(.  )传染病。,B
下列各项属于应急保障措施内容的有(   )。,"A,B,C"
安全第一 是要求我们(  )。,C
急性呼吸道异物堵塞急救时应采取的方法是(. )。        ,C
在装卸易燃易爆品操作中，能使用(.     )工具。,BCD
以下物品属于危险化学品的是(.  )。,"B,C"
任何(  )都有维护消防安全、保护消防设施、预防火灾、报告火警的义务。     ,A
2020 年全国防灾减灾日主题是(.  ),A
根据《消防法》关于消防设施的定义，下列属于消防设施的是(.  )。,"B,C,D"
一旦发现有人晕倒在有限或密闭容器内，下面最适合的急救方法是(.   )。                  ,C
  ,
国家(   )生产经营单位和其他社会力量建立提供社会化应急救援服务的应急救援队伍。,C
《全国安全生产专项整治三年行动计划》的启动时间为(. )。                   ,A
《安全生产法》规定，事故调查处理应当遵循的原则是(.  )、依法依规、实事求是、注重实效。,C
逃生中以湿毛巾掩口鼻呼吸，降低姿势，可以(    ),B
20.从业人员经过安全教育培训，了解岗位操作规程，但未遵守而造成事故的，行为人应负(B )责任。,B
生产性毒物主要经( )进入人体。,"A,B"
不慎落水时，落水者应如何配合救助者，下列说法不正确的是( ),B
对出血伤员要先( )后搬运。,C
发生洪水时，应该采用的求救方法是()。,"A,C"
雾和霾天气做好个人防护的说法，错误的是( )。,"B,D"
收看电视时，不正确的做法是( )。,A
举办大型群众性活动，承办人应当依法向( )申请安全许可。,A
安全带的正确使用方法应该是( )。,C
易燃易爆场所应穿()。,A
当在户外遭遇雷电天气时，下列做法不正确的是( )。,AC
被困在火场时，下列求救方法正确的是( )。,"A,B"
高层建筑火灾中，着火层下面的人员应采取的逃生方式是( )。,C
电梯速度不正常时，应( )以应对可能受到的冲击。,B
（ ）生产经营单位应急预案分为,"A,B,C"
( )属于金属中毒。,"A,C"
安全标志由（ ）构成的、用以表达特定安全信息的标记称为安全标志。①安全色 ②方框 ③几何图形 ④图形符号,D
以下属于劳动者职业病防护措施的是（ ①②③④ ）。①熟知职业病危害，严格遵守操作规程 ②正确使用个人防护用品 ③养成良好卫生习惯 ④接受职业健康检查,C
《江西省安全生产条例》规定，禁止生产经营单位安排未成年人从事接触（ ）等危险物品的劳动以及其他危险性劳动。①有毒 ②有害 ③易燃 ④易爆,B
《江西省安全生产条例》规定，生产经营单位是安全生产的责任主体，应当（ ），确保安全生产。①依法建立、健全安全生产责任制度②推行安全生产标准化建设③加强安全生产管理，改善安全生产条件④强化从业人员的安全生产教育培训,A
国家对在（  ）等方面取得显著成绩的单位和个人，给予奖励。①改善安全生产条件②防止生产安全事故③参加抢险救护④履行安全职责,D
生产经营单位的从业人员有权了解其作业场所和工作岗位存在的（ ），有权对本单位的安全生产工作提出建议。①危险因素 ②防范措施③安全隐患 ④事故应急措施,C
我国安全生产的监督方式：（ ）①工会民主监督 ②社会舆论监督　　③公众举报监督 ④社区报告监督　　,B
《安全生产法》规定的建立安全生产工作机制内容包括（ ）①生产经营单位负责②职工参与③政府监管④行业自律和社会监督,A
《安全生产法》关于从业人员的安全生产义务主要有（ ）。①遵章守规，服从管理②佩戴和使用劳动防护用品③接受培训，掌握安全生产技能④发现事故隐患及时报告,C
根据《安全生产法》，工会依法组织职工参加本单位安全生产工作的（ ），维护职工在安全生产方面的合法权益。①民主管理　　②民主监督　　 、③民主服务　　④民主监察　　,B
下列哪些物品不属于劳动防护用品（ ）,D
《安全生产法》规定，生产经营单位必须遵守本法和其他有关安全生产的法律、法规，加强安全生产管理，建立、健全安全生产责任制度，完善安全生产条件，确保安全生产。该条规定主要是以（ ）为核心的安全生产管理制度。,B
我省安全生产举报投诉电话号码是（ ）。,C
发生重大安全事故的，对部门或者机构的正职负责人，根据情节轻重，给予（ ）的行政处分；构成玩忽职守罪或者其他罪的，依法追究刑事责任。,C
重大安全事故发生后，应当迅速向上一级人民政府报告，不得（ ） ,D
县级以上地方各级人民政府应当根据国民经济和社会发展规划制定安全生产规划，并组织实施。安全生产规划应当与（ ）相衔接。,B
《安全生产法》所指的危险物品包括（ ）。,A
《安全生产法》规定，生产经营单位的主要负责人和安全生产管理人员必须具备与本单位所从事的生产经营活动相应的( )。,D
依据《安全生产法》，事故调查处理应当按照( )的原则，查清事故原因，查明事故性质和责任。,D
依据《安全生产法》的规定，国家对严重危及生产安全的工艺、设备实施( )制度。,C
依据《安全生产法》第十七条的规定，不具备安全生产条件的生产经营单位( )。,A
《安全生产法》规定，因生产安全事故受到损害的从业人员，除依法享有工伤保险外，依照有关民事法律尚有获得赔偿的权利的，有权向（ ）提出赔偿要求。,A
依据《安全生产法》的规定，生产经营单位与从业人员订立的劳动合同，应当载明有关保障从业人员劳动安全和（ ）的事项。,B
《安全生产法》规定了生产经营单位必须为从业人员提供符合国家标准或者（ ）的劳动保护用品，并监督、教育从业人员按照使用规则佩戴、使用。,D
从业人员发现事故隐患或者其他不安全因素，正确的处理方法是( ),D
安全色中红色表示 ( ),A
《安全生产法》规定负有安全生产监督管理职责的部门应当建立举报制度，以使举报监督（ ）。,B
依据《安全生产法》的规定，企业必须对安全设备进行( )维护、保养。,C
根据《安全生产法》，生产经营单位应当在有较大危险因素的生产经营场所和有关设施、设备上，设置明显的（ ）。,B
按照《安全生产法》的规定，国务院安全生产监督管理部门对全国安全生产工作实施( )。,B
《江西省安全生产条例》规定， 县级以上人民政府应当加强对安全生产工作的领导，设立安全生产委员会，安全生产委员会主任由本级人民政府主要负责人担任。（）,对
所谓“安全第一”，就是在生产经营活动中，在处理保证安全与生产经营活动的关系上，要始终把安全放在首要位置，优先考虑从业人员和其他人员的人身安全，实行“安全优先”的原则。（）,对
参与事故抢救的部门和单位应当服从统一指挥，加强协同联动，采取有效的应急救援措施，并根据事故救援的需要组织采取警戒、疏散等措施，防止事故扩大和次生灾害的发生。（）,对
生产经营单位制定或者修改有关安全生产的规章制度，应听取工会的意见。（）,对
生产经营单位可以在从业人员自愿的情况下与其订立协议，免除或减轻其对从业人员因生产安全事故伤亡依法应承担的责任。（）,错
生产、经营、储存、使用危险物品的车间、商店、仓库可以与员工宿舍在统一建筑物内，但要保持安全距离。（）,错
生产安全事故伤亡依法应承担的责任，但从业人员有违章作业情形的除外。（）,错
事故调查报告应当依法及时向社会公布。（）,对
有关生产经营单位按照规定提取和使用的安全生产费用，用于改善安全生产条件，也可以改善职工待遇。（）,错
未经安全生产教育和培训合格的从业人员，不得上岗作业，有经验的从业人员除外。（）,错
任何组织和个人不得在学校开展宗教活动。（ ）,对
允许外籍教师外籍留学生在学校从事传播宗教发展教徒的活动。（ ）,错
当代大学生要准确识别邪教，提高防范能力，了解邪教危害，增强防范意识，自觉远离邪教，做到不听不信不传，检举邪教的违法活动，坚决运用法律武器抵制邪教。 （ ）,对
中国共产党明确规定：共产党员不得信仰宗教，不得参加宗教活动，长期坚持不改的要劝其退党。（ ）,对
对强迫少年儿童入教念经，影响正常教育的行为要坚决予以制止。（ ）,对
在校学生可以参加任何宗教团体组织的宗教活动和培训班，可以开展各种包括宗教内容的集会活动，可以利用互联网手机QQ群等现代通讯手段进行宗教传播活动。（ ）,错
我国是一个政教合一的国家。（ ）,错
公民不分民族种族性别职业财产状况宗教信仰等，依法享有平等的受教育机会。（ ）,对
根据有关规定，除经批准的宗教院校外，各级各类学校一律不得进行宗教活动，不得在学校成立带有宗教背景或宗教意图的社团组织，不得强迫引诱学生信仰宗教，更不得在学校内从事任何发展教徒的活动。（ ）,对
任何人不得利用宗教进行破坏社会秩序损害公民身体健康妨碍国家教育制度的活动。（ ）,对
任何国家机关社会团体和个人不得强制公民信仰宗教或者不信仰宗教，不得歧视信仰宗教的公民和不信仰宗教的公民。（ ）,对
《教育法》第八条规定，国家实行教育与宗教相分离。任何组织和个人不得利用宗教进行妨碍国家教育制度的活动。（ ）,对
外国人在中国境内进行宗教活动，应当遵守中国的法律法规()。①不得干涉中国宗教社会团体、宗教活动场所的设立和变更 ②不得干涉中国宗教社会团体对宗教教职人员的选任和变更 ③不得干涉中国宗教社会团体的其他内部事务 ④不得以任何名义或形式成立宗教组织、设立宗教办事机构、设立宗教活动场所或者开办宗教院校、举办宗教培训班,A
宗教信仰自由是宪法赋予公民的权利，但以下人员不能信仰宗教()。 ①共产党员 ②共青团员 ③老人 ④妇女,D
外国人在中国境内可以根据自己的宗教信仰在依法登记的（）参加宗教活动。①寺院 ②清真寺 ③宫观 ④教堂,C
依法加强对宗教事务的管理，要坚持（）、打击犯罪的原则。①保护合法 ②制止非法③遏制极端 ④抵御渗透,B
党的宗教工作基本方针是（）①全面贯彻党的宗教信仰自由政策②依法管理宗教事务③坚持独立自主自办的原则④积极引导宗教与社会主义社会相适应,A
中华人民共和国年满十八周岁的公民，不分民族、种族、性别、职业、家庭出身、（），都有选举权和被选举权；但是依照法律被剥夺政治权利的人除外。①宗教信仰 ②教育程度 ③财产状况 ④居住期限,D
除经政府（）部门依法登记的宗教活动场所外，其他场所一律不得组织举行宗教活动，不得接受宗教性捐赠。,B
（）是宪法赋予公民的一项基本权利，是我们党对宗教问题的一项长期的基本政策。,B
我国实行（)的原则，任何宗教都没有超越宪法和法律的特权，都不能干预国家行政司法教育等国家职能的实施。,C
